ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
371,20220102,20220104,20220103,13173,SO46773,2181.5625
375,20220102,20220108,20220105,13225,SO46774,2181.5625
352,20220102,20220114,20220109,26249,SO46775,2071.4196
360,20220102,20220105,20220103,12356,SO46776,2049.0982
356,20220102,20220113,20220109,11568,SO46777,2071.4196
352,20220102,20220113,20220108,11610,SO46778,2071.4196
377,20220102,20220109,20220106,15929,SO46779,2181.5625
379,20220102,20220111,20220106,12942,SO46780,2181.5625
379,20220102,20220111,20220109,12949,SO46781,2181.5625
371,20220102,20220106,20220103,12975,SO46782,2181.5625
337,20220102,20220111,20220106,19069,SO46783,782.99
375,20220102,20220107,20220103,13178,SO46784,2181.5625
373,20220102,20220107,20220103,13190,SO46785,2181.5625
354,20220102,20220109,20220107,26201,SO46786,2071.4196
333,20220102,20220109,20220108,15195,SO46787,782.99
358,20220102,20220108,20220105,12342,SO46788,2049.0982
358,20220102,20220107,20220103,28506,SO46789,2049.0982
379,20220102,20220110,20220105,12930,SO46790,2181.5625
369,20220102,20220110,20220108,13016,SO46791,2443.35
373,20220102,20220109,20220104,13083,SO46792,2181.5625
375,20220102,20220106,20220105,13214,SO46793,2181.5625
373,20220102,20220110,20220106,24977,SO46794,2181.5625
362,20220102,20220110,20220105,26234,SO46795,2049.0982
360,20220102,20220110,20220106,26247,SO46796,2049.0982
371,20220102,20220108,20220103,21197,SO46797,2181.5625
368,20220102,20220106,20220104,21201,SO46798,2443.35
371,20220103,20220109,20220106,13662,SO46799,2181.5625
370,20220103,20220111,20220110,13019,SO46800,2443.35
368,20220103,20220109,20220106,25094,SO46801,2443.35
337,20220103,20220108,20220106,15188,SO46802,782.99
379,20220103,20220109,20220107,13595,SO46803,2181.5625
323,20220103,20220112,20220107,19052,SO46804,782.99
373,20220103,20220107,20220106,13055,SO46805,2181.5625
370,20220103,20220112,20220110,21195,SO46806,2443.35
354,20220103,20220107,20220106,12339,SO46807,2071.4196
360,20220103,20220114,20220110,12347,SO46808,2049.0982
371,20220103,20220108,20220104,13766,SO46809,2181.5625
370,20220103,20220112,20220107,15622,SO46810,2443.35
369,20220103,20220109,20220107,12941,SO46811,2443.35
371,20220103,20220107,20220106,13069,SO46812,2181.5625
379,20220103,20220110,20220107,13152,SO46813,2181.5625
371,20220103,20220108,20220105,13165,SO46814,2181.5625
375,20220103,20220115,20220110,25093,SO46815,2181.5625
370,20220103,20220111,20220107,13230,SO46816,2443.35
356,20220103,20220106,20220104,26121,SO46817,2071.4196
369,20220103,20220110,20220105,21211,SO46818,2443.35
368,20220103,20220113,20220109,21001,SO46819,2443.35
352,20220103,20220111,20220109,28510,SO46820,2071.4196
377,20220103,20220112,20220108,24824,SO46821,2181.5625
325,20220103,20220111,20220108,15155,SO46822,782.99
323,20220103,20220109,20220108,15193,SO46823,782.99
385,20220103,20220109,20220104,24608,SO46824,1000.4375
354,20220103,20220109,20220108,12574,SO46825,2071.4196
360,20220103,20220115,20220110,12575,SO46826,2049.0982
373,20220103,20220111,20220108,13799,SO46827,2181.5625
385,20220103,20220109,20220108,13990,SO46828,1000.4375
369,20220103,20220110,20220107,24786,SO46829,2443.35
337,20220103,20220114,20220110,19910,SO46830,782.99
369,20220103,20220107,20220105,13066,SO46831,2443.35
352,20220103,20220113,20220110,20188,SO46832,2071.4196
354,20220103,20220105,20220104,12360,SO46833,2071.4196
379,20220103,20220111,20220107,12923,SO46834,2181.5625
371,20220103,20220112,20220107,13768,SO46835,2181.5625
377,20220103,20220109,20220106,13769,SO46836,2181.5625
381,20220103,20220114,20220110,14003,SO46837,1000.4375
375,20220103,20220109,20220108,12922,SO46838,2181.5625
375,20220103,20220111,20220110,24817,SO46839,2181.5625
369,20220103,20220112,20220107,13058,SO46840,2443.35
371,20220103,20220113,20220108,13174,SO46841,2181.5625
321,20220103,20220108,20220105,15166,SO46842,782.99
375,20220103,20220110,20220106,21168,SO46843,2181.5625
358,20220103,20220109,20220107,12343,SO46844,2049.0982
358,20220103,20220110,20220108,11603,SO46845,2049.0982
373,20220103,20220109,20220107,13575,SO46846,2181.5625
371,20220103,20220113,20220108,13793,SO46847,2181.5625
371,20220103,20220114,20220109,16201,SO46848,2181.5625
370,20220103,20220109,20220104,24960,SO46849,2443.35
370,20220103,20220110,20220108,13221,SO46850,2443.35
360,20220103,20220113,20220109,20209,SO46851,2049.0982
333,20220103,20220109,20220106,15194,SO46852,782.99
368,20220104,20220116,20220111,21192,SO46853,2443.35
375,20220104,20220107,20220106,20997,SO46854,2181.5625
379,20220104,20220109,20220108,15117,SO46855,2181.5625
370,20220104,20220115,20220111,12935,SO46856,2443.35
371,20220104,20220111,20220109,13064,SO46857,2181.5625
370,20220104,20220110,20220108,13067,SO46858,2443.35
370,20220104,20220114,20220111,13205,SO46859,2443.35
371,20220104,20220111,20220109,21180,SO46860,2181.5625
377,20220104,20220111,20220107,21214,SO46861,2181.5625
362,20220104,20220113,20220110,11550,SO46862,2049.0982
362,20220104,20220109,20220105,11575,SO46863,2049.0982
373,20220104,20220111,20220106,16045,SO46864,2181.5625
375,20220104,20220112,20220107,15456,SO46865,2181.5625
369,20220104,20220109,20220107,12981,SO46866,2443.35
377,20220104,20220108,20220106,13029,SO46867,2181.5625
369,20220104,20220114,20220110,13189,SO46868,2443.35
379,20220104,20220112,20220111,13577,SO46869,2181.5625
368,20220104,20220112,20220109,13605,SO46870,2443.35
370,20220104,20220107,20220105,13800,SO46871,2443.35
385,20220104,20220116,20220111,19186,SO46872,1000.4375
377,20220104,20220108,20220105,21167,SO46873,2181.5625
381,20220104,20220110,20220105,24606,SO46874,1000.4375
362,20220104,20220110,20220108,11470,SO46875,2049.0982
375,20220104,20220111,20220107,15084,SO46876,2181.5625
370,20220104,20220107,20220105,12926,SO46877,2443.35
369,20220104,20220114,20220110,25061,SO46878,2443.35
379,20220104,20220115,20220110,13224,SO46879,2181.5625
335,20220104,20220110,20220109,15167,SO46880,782.99
354,20220104,20220110,20220106,12572,SO46881,2071.4196
343,20220104,20220115,20220110,25960,SO46882,782.99
352,20220104,20220108,20220105,26241,SO46883,2071.4196
368,20220104,20220110,20220109,13565,SO46884,2443.35
373,20220104,20220112,20220110,15933,SO46885,2181.5625
377,20220104,20220109,20220107,28669,SO46886,2181.5625
362,20220104,20220109,20220108,12340,SO46887,2049.0982
325,20220104,20220107,20220106,26021,SO46888,782.99
383,20220104,20220109,20220106,19173,SO46889,1000.4375
368,20220104,20220106,20220105,12921,SO46890,2443.35
325,20220104,20220110,20220109,20592,SO46891,782.99
370,20220104,20220112,20220111,13086,SO46892,2443.35
369,20220104,20220107,20220106,28659,SO46893,2443.35
356,20220104,20220112,20220111,26120,SO46894,2071.4196
354,20220104,20220110,20220105,26183,SO46895,2071.4196
333,20220104,20220111,20220110,15189,SO46896,782.99
368,20220104,20220111,20220110,21179,SO46897,2443.35
369,20220104,20220113,20220110,21205,SO46898,2443.35
381,20220104,20220113,20220108,13999,SO46899,1000.4375
375,20220104,20220116,20220111,21194,SO46900,2181.5625
375,20220104,20220110,20220108,21203,SO46901,2181.5625
375,20220104,20220109,20220105,21000,SO46902,2181.5625
354,20220104,20220109,20220107,12353,SO46903,2071.4196
387,20220104,20220109,20220108,17080,SO46904,1000.4375
375,20220104,20220111,20220110,16053,SO46905,2181.5625
368,20220104,20220111,20220106,12950,SO46906,2443.35
368,20220104,20220112,20220110,13087,SO46907,2443.35
370,20220104,20220113,20220110,21189,SO46908,2443.35
379,20220104,20220113,20220110,20998,SO46909,2181.5625
331,20220104,20220108,20220107,20710,SO46910,782.99
377,20220104,20220113,20220110,24832,SO46911,2181.5625
377,20220104,20220110,20220106,13177,SO46912,2181.5625
375,20220104,20220112,20220108,13212,SO46913,2181.5625
356,20220104,20220107,20220106,26245,SO46914,2071.4196
362,20220104,20220110,20220106,26276,SO46915,2049.0982
329,20220104,20220110,20220105,15196,SO46916,782.99
371,20220105,20220108,20220107,21202,SO46917,2181.5625
343,20220105,20220113,20220109,26022,SO46918,782.99
362,20220105,20220112,20220108,11481,SO46919,2049.0982
362,20220105,20220111,20220107,11609,SO46920,2049.0982
371,20220105,20220111,20220109,15454,SO46921,2181.5625
368,20220105,20220115,20220112,13088,SO46922,2443.35
369,20220105,20220113,20220111,13176,SO46923,2443.35
375,20220105,20220112,20220107,13203,SO46924,2181.5625
373,20220105,20220114,20220110,21165,SO46925,2181.5625
377,20220105,20220114,20220111,21169,SO46926,2181.5625
362,20220105,20220115,20220110,12348,SO46927,2049.0982
356,20220105,20220113,20220108,12358,SO46928,2071.4196
370,20220105,20220109,20220108,13246,SO47068,2443.35
383,20220105,20220111,20220109,14017,SO47069,1000.4375
387,20220105,20220111,20220107,14025,SO47070,1000.4375
369,20220105,20220110,20220106,15667,SO47071,2443.35
341,20220105,20220114,20220110,20062,SO47072,782.99
369,20220105,20220112,20220111,25287,SO47073,2443.35
362,20220105,20220112,20220109,26293,SO47074,2049.0982
360,20220105,20220111,20220109,12685,SO47075,2049.0982
362,20220105,20220113,20220110,12588,SO47076,2049.0982
369,20220105,20220111,20220110,16329,SO47077,2443.35
375,20220105,20220109,20220106,13248,SO47078,2181.5625
375,20220105,20220111,20220106,13359,SO47079,2181.5625
360,20220105,20220110,20220106,26302,SO47080,2049.0982
341,20220105,20220113,20220112,15203,SO47081,782.99
323,20220105,20220111,20220106,15254,SO47082,782.99
329,20220105,20220115,20220110,15288,SO47083,782.99
370,20220105,20220111,20220110,21561,SO47084,2443.35
379,20220105,20220111,20220107,16311,SO47085,2181.5625
373,20220105,20220117,20220112,13378,SO47086,2181.5625
377,20220105,20220109,20220108,13383,SO47087,2181.5625
369,20220105,20220111,20220106,13274,SO47088,2443.35
341,20220105,20220111,20220110,15284,SO47089,782.99
377,20220105,20220112,20220111,21394,SO47090,2181.5625
354,20220105,20220114,20220112,28532,SO47091,2071.4196
369,20220105,20220109,20220107,28802,SO47092,2443.35
369,20220105,20220109,20220107,13380,SO47093,2443.35
377,20220105,20220114,20220112,15664,SO47094,2181.5625
370,20220105,20220108,20220106,25095,SO47095,2443.35
354,20220105,20220116,20220112,26283,SO47096,2071.4196
370,20220105,20220110,20220107,21257,SO47097,2443.35
360,20220105,20220110,20220108,12667,SO47098,2049.0982
325,20220105,20220110,20220106,26134,SO47099,782.99
360,20220105,20220116,20220111,11612,SO47100,2049.0982
371,20220105,20220107,20220106,16260,SO47101,2181.5625
370,20220105,20220112,20220109,13424,SO47102,2443.35
368,20220105,20220112,20220110,13369,SO47103,2443.35
379,20220105,20220115,20220111,13279,SO47104,2181.5625
371,20220105,20220114,20220111,13319,SO47105,2181.5625
369,20220106,20220112,20220109,25361,SO47106,2443.35
352,20220106,20220115,20220111,11616,SO47107,2071.4196
369,20220106,20220109,20220107,13839,SO47108,2443.35
375,20220106,20220112,20220107,28819,SO47109,2181.5625
370,20220106,20220109,20220107,28850,SO47110,2443.35
369,20220106,20220114,20220109,25100,SO47111,2443.35
356,20220106,20220113,20220109,20318,SO47112,2071.4196
343,20220106,20220115,20220111,15255,SO47113,782.99
373,20220106,20220110,20220108,21387,SO47114,2181.5625
370,20220106,20220114,20220113,21393,SO47115,2443.35
387,20220106,20220116,20220111,24611,SO47116,1000.4375
354,20220106,20220110,20220108,12586,SO47117,2071.4196
362,20220106,20220112,20220107,28541,SO47118,2049.0982
368,20220106,20220113,20220109,16275,SO47119,2443.35
381,20220106,20220114,20220110,14006,SO47120,1000.4375
375,20220106,20220112,20220110,28832,SO47121,2181.5625
371,20220106,20220108,20220107,13362,SO47122,2181.5625
371,20220106,20220115,20220113,25408,SO47123,2181.5625
371,20220106,20220113,20220112,13384,SO47124,2181.5625
375,20220106,20220115,20220113,13325,SO47125,2181.5625
371,20220106,20220115,20220112,13326,SO47126,2181.5625
371,20220106,20220115,20220112,21258,SO47127,2181.5625
368,20220106,20220116,20220113,21556,SO47128,2443.35
352,20220106,20220117,20220113,12677,SO47129,2071.4196
375,20220106,20220113,20220110,16406,SO47130,2181.5625
371,20220106,20220113,20220109,13243,SO47131,2181.5625
375,20220106,20220117,20220112,13283,SO47132,2181.5625
379,20220106,20220109,20220107,13357,SO47133,2181.5625
354,20220106,20220114,20220112,26296,SO47134,2071.4196
343,20220106,20220108,20220107,27027,SO47135,782.99
379,20220106,20220109,20220108,21389,SO47136,2181.5625
371,20220106,20220118,20220113,13348,SO47137,2181.5625
379,20220106,20220113,20220109,16308,SO47138,2181.5625
375,20220106,20220115,20220111,13238,SO47139,2181.5625
356,20220106,20220118,20220113,26290,SO47140,2071.4196
371,20220106,20220118,20220113,21225,SO47141,2181.5625
369,20220106,20220111,20220108,21230,SO47142,2443.35
362,20220106,20220117,20220112,12684,SO47143,2049.0982
343,20220106,20220116,20220113,26033,SO47144,782.99
339,20220106,20220113,20220108,26131,SO47145,782.99
389,20220106,20220114,20220109,18133,SO47146,1000.4375
375,20220106,20220110,20220107,13324,SO47147,2181.5625
377,20220106,20220113,20220112,21259,SO47148,2181.5625
360,20220106,20220110,20220107,12669,SO47149,2049.0982
370,20220106,20220112,20220107,15625,SO47150,2443.35
370,20220106,20220118,20220113,25363,SO47151,2443.35
360,20220106,20220110,20220109,28547,SO47152,2049.0982
321,20220106,20220110,20220108,26024,SO47153,782.99
335,20220106,20220115,20220110,26133,SO47154,782.99
370,20220106,20220113,20220112,13801,SO47155,2443.35
373,20220106,20220113,20220109,28837,SO47156,2181.5625
369,20220106,20220114,20220109,25864,SO47157,2443.35
360,20220106,20220115,20220113,26280,SO47158,2049.0982
362,20220106,20220115,20220113,26300,SO47159,2049.0982
369,20220106,20220109,20220108,21403,SO47160,2443.35
375,20220106,20220108,20220107,21408,SO47161,2181.5625
371,20220106,20220113,20220111,21418,SO47162,2181.5625
362,20220106,20220115,20220110,12671,SO47163,2049.0982
360,20220106,20220112,20220109,12123,SO47164,2049.0982
370,20220106,20220113,20220112,15649,SO47165,2443.35
368,20220106,20220109,20220108,15656,SO47166,2443.35
375,20220106,20220111,20220107,13419,SO47167,2181.5625
377,20220106,20220115,20220113,13286,SO47168,2181.5625
352,20220106,20220111,20220110,26281,SO47169,2071.4196
377,20220106,20220115,20220111,21228,SO47170,2181.5625
373,20220106,20220114,20220112,21552,SO47171,2181.5625
352,20220107,20220115,20220111,12668,SO47172,2071.4196
356,20220107,20220112,20220111,12675,SO47173,2071.4196
354,20220107,20220111,20220109,12584,SO47174,2071.4196
368,20220107,20220118,20220113,13812,SO47175,2443.35
358,20220107,20220109,20220108,11492,SO47176,2049.0982
381,20220107,20220111,20220110,14022,SO47177,1000.4375
383,20220107,20220118,20220113,14026,SO47178,1000.4375
377,20220107,20220116,20220114,28848,SO47179,2181.5625
370,20220107,20220112,20220109,13287,SO47180,2443.35
368,20220107,20220113,20220112,13329,SO47181,2443.35
354,20220107,20220118,20220114,26298,SO47182,2071.4196
335,20220107,20220112,20220109,15200,SO47183,782.99
379,20220107,20220115,20220111,21380,SO47184,2181.5625
356,20220107,20220115,20220111,12133,SO47185,2071.4196
371,20220107,20220113,20220111,13806,SO47186,2181.5625
385,20220107,20220118,20220114,18134,SO47187,1000.4375
389,20220107,20220113,20220110,19253,SO47188,1000.4375
373,20220107,20220113,20220110,28818,SO47189,2181.5625
369,20220107,20220114,20220112,25892,SO47190,2443.35
379,20220107,20220119,20220114,13382,SO47191,2181.5625
371,20220107,20220110,20220108,16328,SO47192,2181.5625
329,20220107,20220116,20220112,20162,SO47193,782.99
377,20220107,20220109,20220108,13269,SO47194,2181.5625
371,20220107,20220110,20220108,13355,SO47195,2181.5625
362,20220107,20220113,20220110,26286,SO47196,2049.0982
377,20220107,20220116,20220112,21218,SO47197,2181.5625
370,20220107,20220114,20220110,14169,SO47198,2443.35
323,20220107,20220112,20220111,20051,SO47199,782.99
373,20220107,20220115,20220111,13247,SO47200,2181.5625
356,20220107,20220118,20220114,26277,SO47201,2071.4196
356,20220107,20220116,20220114,26285,SO47202,2071.4196
370,20220107,20220113,20220111,25883,SO47203,2443.35
377,20220107,20220113,20220110,25371,SO47204,2181.5625
352,20220107,20220115,20220113,26301,SO47205,2071.4196
333,20220107,20220113,20220110,15256,SO47206,782.99
337,20220107,20220115,20220110,27043,SO47207,782.99
369,20220107,20220118,20220113,21359,SO47208,2443.35
370,20220107,20220109,20220108,21379,SO47209,2443.35
389,20220107,20220115,20220114,24609,SO47210,1000.4375
362,20220107,20220109,20220108,12578,SO47211,2049.0982
360,20220107,20220116,20220113,12580,SO47212,2049.0982
377,20220107,20220109,20220108,16287,SO47213,2181.5625
389,20220107,20220116,20220114,19195,SO47214,1000.4375
368,20220107,20220112,20220108,28836,SO47215,2443.35
360,20220107,20220113,20220112,26299,SO47216,2049.0982
375,20220107,20220114,20220109,21222,SO47217,2181.5625
369,20220107,20220117,20220114,21361,SO47218,2443.35
362,20220107,20220114,20220109,12577,SO47219,2049.0982
358,20220107,20220113,20220109,12579,SO47220,2049.0982
370,20220107,20220111,20220108,13823,SO47221,2443.35
381,20220107,20220113,20220110,26316,SO47222,1000.4375
370,20220107,20220110,20220109,25875,SO47223,2443.35
369,20220107,20220114,20220109,15659,SO47224,2443.35
375,20220107,20220116,20220114,13277,SO47225,2181.5625
368,20220107,20220112,20220110,13314,SO47226,2443.35
375,20220107,20220117,20220112,25288,SO47227,2181.5625
375,20220108,20220114,20220113,13237,SO47228,2181.5625
358,20220108,20220115,20220110,26295,SO47229,2049.0982
371,20220108,20220111,20220109,21256,SO47230,2181.5625
362,20220108,20220113,20220112,11564,SO47231,2049.0982
373,20220108,20220115,20220113,15627,SO47232,2181.5625
379,20220108,20220113,20220110,16250,SO47233,2181.5625
389,20220108,20220115,20220112,19260,SO47234,1000.4375
375,20220108,20220111,20220109,16317,SO47235,2181.5625
385,20220108,20220111,20220110,14023,SO47236,1000.4375
368,20220108,20220119,20220114,28834,SO47237,2443.35
370,20220108,20220115,20220111,16405,SO47238,2443.35
371,20220108,20220119,20220114,21384,SO47239,2181.5625
381,20220108,20220115,20220112,24612,SO47240,1000.4375
368,20220108,20220115,20220114,21559,SO47241,2443.35
362,20220108,20220115,20220113,28540,SO47242,2049.0982
339,20220108,20220115,20220114,20712,SO47243,782.99
385,20220108,20220117,20220113,19193,SO47244,1000.4375
375,20220108,20220110,20220109,16420,SO47245,2181.5625
343,20220108,20220111,20220109,20713,SO47246,782.99
371,20220108,20220115,20220114,13292,SO47247,2181.5625
375,20220108,20220111,20220110,13340,SO47248,2181.5625
377,20220108,20220119,20220114,13346,SO47249,2181.5625
379,20220108,20220113,20220110,21217,SO47250,2181.5625
377,20220108,20220113,20220112,21226,SO47251,2181.5625
352,20220108,20220119,20220115,12676,SO47252,2071.4196
356,20220108,20220118,20220114,12683,SO47253,2071.4196
333,20220108,20220111,20220110,15276,SO47254,782.99
358,20220108,20220116,20220111,11561,SO47255,2049.0982
373,20220108,20220111,20220109,16417,SO47256,2181.5625
368,20220108,20220112,20220110,14141,SO47257,2443.35
377,20220108,20220112,20220109,13298,SO47258,2181.5625
375,20220108,20220116,20220112,13351,SO47259,2181.5625
375,20220108,20220115,20220111,13233,SO47260,2181.5625
362,20220108,20220113,20220112,26305,SO47261,2049.0982
379,20220108,20220113,20220112,21560,SO47262,2181.5625
358,20220108,20220116,20220115,12589,SO47263,2049.0982
368,20220108,20220116,20220112,16410,SO47264,2443.35
375,20220108,20220118,20220114,13250,SO47265,2181.5625
377,20220108,20220114,20220111,21555,SO47266,2181.5625
352,20220108,20220117,20220115,12674,SO47267,2071.4196
375,20220108,20220119,20220115,21402,SO47268,2181.5625
362,20220108,20220115,20220110,28512,SO47269,2049.0982
360,20220108,20220114,20220109,28519,SO47270,2049.0982
381,20220108,20220115,20220113,18140,SO47271,1000.4375
371,20220108,20220113,20220112,29013,SO47272,2181.5625
368,20220108,20220114,20220110,13420,SO47273,2443.35
370,20220108,20220114,20220110,16407,SO47274,2443.35
339,20220108,20220114,20220110,19076,SO47275,782.99
343,20220108,20220118,20220114,15289,SO47276,782.99
371,20220108,20220115,20220113,21219,SO47277,2181.5625
379,20220108,20220116,20220113,21404,SO47278,2181.5625
362,20220109,20220112,20220111,12680,SO47279,2049.0982
352,20220109,20220118,20220116,11615,SO47280,2071.4196
389,20220109,20220121,20220116,17099,SO47281,1000.4375
381,20220109,20220117,20220112,19258,SO47282,1000.4375
373,20220109,20220114,20220112,15655,SO47283,2181.5625
368,20220109,20220116,20220111,13402,SO47284,2443.35
373,20220109,20220115,20220112,29135,SO47285,2181.5625
329,20220109,20220117,20220116,19944,SO47286,782.99
375,20220109,20220120,20220115,13280,SO47287,2181.5625
373,20220109,20220114,20220110,13353,SO47288,2181.5625
360,20220109,20220114,20220113,26297,SO47289,2049.0982
368,20220109,20220120,20220115,21558,SO47290,2443.35
371,20220109,20220117,20220115,16318,SO47291,2181.5625
379,20220109,20220118,20220113,13811,SO47292,2181.5625
385,20220109,20220114,20220113,19192,SO47293,1000.4375
383,20220109,20220119,20220115,18139,SO47294,1000.4375
387,20220109,20220117,20220112,14005,SO47295,1000.4375
385,20220109,20220113,20220110,14024,SO47296,1000.4375
377,20220109,20220116,20220115,13385,SO47297,2181.5625
371,20220109,20220114,20220112,13403,SO47298,2181.5625
369,20220109,20220111,20220110,13425,SO47299,2443.35
337,20220109,20220114,20220112,20717,SO47300,782.99
358,20220109,20220118,20220113,26292,SO47301,2049.0982
360,20220109,20220115,20220114,12670,SO47302,2049.0982
323,20220109,20220116,20220112,26029,SO47303,782.99
379,20220109,20220120,20220115,16272,SO47304,2181.5625
369,20220109,20220115,20220112,25393,SO47305,2443.35
369,20220109,20220118,20220115,28798,SO47306,2443.35
335,20220109,20220119,20220114,20711,SO47307,782.99
327,20220109,20220118,20220113,20718,SO47308,782.99
377,20220109,20220118,20220113,13316,SO47309,2181.5625
354,20220109,20220118,20220114,26303,SO47310,2071.4196
333,20220109,20220116,20220111,15252,SO47311,782.99
333,20220109,20220118,20220113,15280,SO47312,782.99
373,20220109,20220115,20220113,21231,SO47313,2181.5625
362,20220109,20220114,20220112,12673,SO47314,2049.0982
379,20220109,20220119,20220115,13840,SO47315,2181.5625
369,20220109,20220115,20220112,13361,SO47316,2443.35
379,20220109,20220114,20220111,14154,SO47317,2181.5625
375,20220109,20220115,20220111,13273,SO47318,2181.5625
370,20220109,20220112,20220110,13299,SO47319,2443.35
377,20220109,20220117,20220114,13315,SO47320,2181.5625
373,20220109,20220121,20220116,13354,SO47321,2181.5625
343,20220109,20220117,20220115,15287,SO47322,782.99
362,20220109,20220114,20220112,28529,SO47323,2049.0982
377,20220109,20220112,20220111,13400,SO47324,2181.5625
373,20220109,20220112,20220111,13278,SO47325,2181.5625
379,20220109,20220119,20220114,13288,SO47326,2181.5625
377,20220109,20220118,20220114,13304,SO47327,2181.5625
360,20220109,20220117,20220112,12681,SO47328,2049.0982
379,20220109,20220116,20220115,13367,SO47329,2181.5625
369,20220109,20220119,20220114,16324,SO47330,2443.35
333,20220110,20220117,20220112,20807,SO47331,782.99
356,20220110,20220118,20220117,20350,SO47332,2071.4196
368,20220110,20220113,20220112,21229,SO47333,2443.35
369,20220110,20220121,20220117,21557,SO47334,2443.35
356,20220110,20220114,20220113,12581,SO47335,2071.4196
339,20220110,20220118,20220115,26027,SO47336,782.99
354,20220110,20220114,20220112,28520,SO47337,2071.4196
373,20220110,20220118,20220113,16277,SO47338,2181.5625
371,20220110,20220119,20220116,15626,SO47339,2181.5625
369,20220110,20220118,20220113,13401,SO47340,2443.35
368,20220110,20220117,20220114,25104,SO47341,2443.35
360,20220110,20220116,20220114,26304,SO47342,2049.0982
